cid,age,job,marital,education,default,balance,housing,loan
2756,49,services,married,secondary,no,1114,no,no
2757,57,blue-collar,married,primary,no,1592,no,yes
2758,59,retired,married,unknown,no,0,no,no
2759,57,admin.,married,tertiary,no,46,no,no
2760,34,blue-collar,married,secondary,no,1221,yes,no
2761,61,management,married,secondary,no,985,no,no
2762,35,blue-collar,divorced,secondary,no,0,yes,no
2763,42,management,married,tertiary,no,520,no,no
2764,57,services,married,tertiary,no,10,no,no
2765,42,blue-collar,married,secondary,no,2157,yes,no
2766,53,retired,married,secondary,no,6095,yes,yes
2767,63,retired,married,tertiary,no,133,yes,no
2768,47,self-employed,married,secondary,no,1121,no,no
2769,54,services,married,secondary,no,88,yes,no
2770,45,admin.,married,secondary,no,0,no,no
2771,28,management,single,tertiary,no,-328,yes,no
2772,58,unemployed,married,secondary,no,610,yes,no
2773,48,management,single,tertiary,no,414,no,no
2774,35,management,divorced,tertiary,no,0,yes,no
2775,37,self-employed,married,tertiary,no,0,no,no
2776,37,blue-collar,married,secondary,no,685,yes,no
2777,37,management,married,primary,no,22856,no,no
2778,25,services,single,secondary,no,-352,no,no
2779,58,blue-collar,married,secondary,no,602,yes,no
2780,52,management,married,secondary,no,-588,yes,no
2781,19,student,single,secondary,no,302,no,no
2782,59,blue-collar,married,secondary,no,5314,yes,no
2783,41,technician,married,secondary,no,64,yes,yes
2784,34,technician,single,tertiary,no,632,no,no
2785,35,technician,single,secondary,no,5731,yes,no
2786,41,technician,married,secondary,no,902,no,no
2787,28,blue-collar,single,secondary,no,6307,yes,no
2788,53,management,divorced,secondary,no,112,no,yes
2789,35,services,married,secondary,no,0,no,yes
2790,33,admin.,single,tertiary,no,621,no,no
2791,37,technician,single,secondary,no,435,yes,no
2792,32,technician,married,secondary,no,782,yes,no
2793,32,blue-collar,married,secondary,no,478,yes,no
2794,54,services,married,unknown,no,7864,yes,no
2795,44,blue-collar,married,secondary,no,1910,yes,no
2796,36,technician,divorced,tertiary,no,1174,yes,no
2797,56,admin.,married,secondary,no,1270,yes,no
2798,30,management,single,tertiary,no,18,no,no
2799,36,blue-collar,married,secondary,no,141,yes,no
2800,43,management,married,tertiary,no,2886,no,no
2801,40,technician,married,secondary,no,2715,yes,no
2802,32,technician,single,tertiary,no,1100,yes,yes
2803,34,blue-collar,married,secondary,no,516,yes,yes
2804,37,services,married,secondary,no,1,no,no
2805,28,admin.,single,secondary,no,775,no,no
2806,35,unknown,married,primary,no,634,no,no
2807,53,blue-collar,single,secondary,no,5715,no,no
2808,60,admin.,married,unknown,no,1088,yes,no
2809,40,entrepreneur,married,secondary,no,1532,yes,yes
2810,57,retired,married,primary,no,75,no,no
2811,29,technician,single,secondary,no,103,no,no
2812,44,blue-collar,married,primary,no,134,yes,no
2813,41,admin.,single,secondary,no,748,no,no
2814,47,technician,married,secondary,no,1990,yes,yes
2815,43,technician,married,tertiary,no,192,no,no
2816,37,technician,single,secondary,no,267,no,no
2817,34,technician,single,tertiary,no,586,yes,no
2818,30,blue-collar,single,secondary,no,648,yes,yes
2819,57,entrepreneur,divorced,secondary,yes,25,yes,no
2820,26,admin.,single,secondary,no,96,yes,no
2821,34,management,married,tertiary,no,1116,yes,no
2822,46,technician,divorced,secondary,no,-90,no,yes
2823,38,entrepreneur,married,tertiary,no,170,yes,no
2824,37,technician,single,secondary,no,3665,no,no
2825,28,management,single,tertiary,no,2380,no,no
2826,57,blue-collar,married,primary,no,179,no,no
2827,39,management,married,tertiary,no,763,yes,no
2828,49,services,married,secondary,no,320,no,no
2829,38,technician,married,secondary,no,1960,yes,no
2830,27,blue-collar,married,secondary,no,818,yes,no
2831,30,admin.,married,secondary,no,2678,yes,no
2832,38,admin.,married,tertiary,no,1980,no,no
2833,36,management,married,tertiary,no,1582,no,no
2834,38,retired,single,unknown,no,62,no,no
2835,59,housemaid,married,primary,no,235,no,no
2836,37,management,married,tertiary,no,489,yes,no
2837,29,self-employed,married,tertiary,no,3931,yes,no
2838,43,blue-collar,married,secondary,no,699,yes,yes
2839,33,technician,married,secondary,no,58,yes,no
2840,54,housemaid,divorced,secondary,no,1327,no,no
2841,55,services,married,secondary,no,557,no,no
2842,32,technician,single,tertiary,no,741,yes,no
2843,48,management,married,primary,no,3230,yes,no
2844,33,management,single,tertiary,no,1439,yes,no
2845,46,admin.,married,secondary,no,120,yes,no
2846,44,management,married,tertiary,no,1058,no,no
2847,47,blue-collar,married,primary,no,881,yes,no
2848,38,technician,married,secondary,no,6728,no,no
2849,80,retired,married,secondary,no,462,no,no
2850,40,self-employed,married,secondary,no,167,yes,yes
2851,43,entrepreneur,married,tertiary,no,1574,yes,no
2852,32,technician,single,tertiary,no,1625,no,no
2853,39,management,married,tertiary,no,562,no,no
2854,33,technician,married,secondary,no,9305,yes,no
2855,31,technician,single,secondary,no,35,no,yes
2856,36,management,single,tertiary,no,0,no,no
2857,35,management,single,tertiary,no,2486,yes,no
2858,25,services,single,secondary,no,368,no,no
2859,33,management,single,secondary,no,1558,yes,no
2860,23,blue-collar,single,primary,no,8627,yes,no
2861,31,management,single,tertiary,no,2590,no,no
2862,36,management,married,tertiary,no,0,yes,yes
2863,44,technician,single,tertiary,no,900,yes,no
2864,31,management,single,tertiary,no,385,yes,no
2865,55,blue-collar,married,primary,no,1649,yes,no
2866,51,housemaid,divorced,secondary,no,9228,no,no
2867,36,admin.,married,secondary,no,0,yes,yes
2868,27,unemployed,single,tertiary,no,1,no,no
2869,40,services,married,secondary,no,771,yes,no
2870,49,services,married,secondary,no,280,yes,no
2871,59,retired,married,primary,no,46,no,no
2872,32,management,married,tertiary,no,2431,yes,no
2873,42,retired,single,tertiary,no,308,no,no
2874,35,management,divorced,tertiary,no,160,yes,no
2875,29,blue-collar,single,secondary,no,555,yes,no
2876,29,technician,single,secondary,no,778,yes,no
2877,37,blue-collar,single,secondary,no,48,no,no
2878,49,admin.,married,primary,no,169,yes,no
2879,51,services,divorced,secondary,no,12,yes,no
2880,61,housemaid,married,primary,no,848,no,no
2881,43,management,married,secondary,no,481,yes,no
2882,42,services,married,tertiary,no,12223,yes,no
2883,24,blue-collar,married,secondary,no,-254,yes,yes
2884,46,self-employed,married,tertiary,no,1148,no,no
2885,23,admin.,single,secondary,no,5,no,no
2886,26,services,single,secondary,no,50,yes,no
2887,43,blue-collar,divorced,primary,no,92,yes,no
2888,35,technician,single,tertiary,no,470,yes,no
2889,38,technician,married,secondary,no,0,no,no
2890,56,unemployed,divorced,primary,no,109,no,no
2891,31,services,married,secondary,no,440,yes,no
2892,32,management,single,tertiary,no,0,no,no
2893,28,services,single,secondary,no,2685,no,yes
2894,26,admin.,divorced,secondary,yes,-3,yes,no
2895,49,management,married,tertiary,no,7007,no,no
2896,33,admin.,married,secondary,no,220,yes,no
2897,80,retired,married,primary,no,1548,no,no
2898,40,blue-collar,married,secondary,no,326,yes,yes
2899,42,technician,divorced,secondary,no,0,yes,no
2900,46,blue-collar,married,secondary,no,123,no,no
2901,32,management,single,tertiary,no,697,no,no
2902,37,services,single,tertiary,no,223,yes,no
2903,32,student,married,secondary,no,1694,yes,no
2904,53,management,married,tertiary,no,4446,yes,no
2905,39,management,married,tertiary,no,894,yes,no
2906,31,technician,divorced,secondary,no,202,yes,no
2907,34,management,single,tertiary,no,0,no,no
2908,44,technician,married,tertiary,no,1707,no,no
2909,35,technician,married,secondary,no,13658,yes,no
2910,39,admin.,married,secondary,no,406,no,no
2911,55,services,married,secondary,no,96,no,no
2912,34,housemaid,married,secondary,no,0,yes,no
2913,39,technician,married,tertiary,no,-276,no,yes
2914,58,retired,married,secondary,no,413,no,no
2915,37,blue-collar,married,primary,no,655,yes,no
2916,56,retired,divorced,primary,no,694,no,no
2917,32,admin.,single,secondary,no,10218,yes,no
2918,41,technician,single,tertiary,no,1646,yes,no
2919,29,admin.,single,tertiary,no,14,no,no
2920,44,management,married,tertiary,no,7635,no,no
2921,24,blue-collar,married,secondary,no,9,yes,no
2922,43,management,single,secondary,no,1029,yes,no
2923,26,admin.,married,tertiary,no,2855,no,no
2924,39,admin.,married,secondary,no,260,yes,no
2925,49,blue-collar,married,secondary,no,2039,yes,no
2926,52,blue-collar,divorced,primary,no,-97,yes,yes
2927,33,blue-collar,married,tertiary,no,1465,no,no
2928,30,blue-collar,married,secondary,no,125,yes,no
2929,32,technician,single,tertiary,no,930,no,no
2930,27,management,single,tertiary,no,0,yes,no
2931,58,blue-collar,married,primary,no,73,no,no
2932,46,retired,married,primary,no,-35,yes,no
2933,28,management,single,tertiary,no,1351,no,no
2934,39,services,married,primary,no,1601,yes,no
2935,41,services,married,unknown,no,88,yes,no
2936,38,services,married,secondary,no,435,yes,no
2937,50,unemployed,divorced,secondary,no,717,yes,no
2938,56,services,married,secondary,no,705,yes,no
2939,34,technician,married,secondary,no,1553,no,no
2940,33,blue-collar,divorced,secondary,no,-131,yes,no
2941,61,technician,married,secondary,no,1191,no,no
2942,36,admin.,single,secondary,no,47,no,yes
2943,34,technician,married,tertiary,no,544,yes,yes
2944,36,blue-collar,married,secondary,no,688,yes,no
2945,45,management,married,tertiary,no,242,no,no
2946,27,student,single,tertiary,no,118,no,no
2947,45,admin.,married,secondary,no,-388,yes,no
2948,40,self-employed,married,tertiary,no,1603,no,no
2949,36,management,single,secondary,no,1511,yes,no
2950,46,blue-collar,married,primary,no,147,yes,no
2951,37,entrepreneur,married,tertiary,no,836,yes,no
2952,36,technician,married,secondary,no,55,yes,no
2953,37,admin.,married,secondary,no,1123,no,yes
2954,22,student,single,tertiary,no,691,no,no
2955,51,services,married,secondary,no,0,no,yes
2956,49,technician,married,secondary,no,12531,no,no
2957,35,management,married,tertiary,no,552,yes,yes
2958,50,housemaid,married,primary,no,0,no,no
2959,31,services,married,tertiary,no,309,yes,yes
2960,47,services,single,secondary,no,33,yes,no
2961,59,blue-collar,married,secondary,no,681,yes,no
2962,32,blue-collar,married,secondary,no,1787,yes,no
2963,71,retired,married,tertiary,no,14220,yes,no
2964,31,management,single,tertiary,no,12569,no,no
2965,41,blue-collar,married,primary,no,4,no,no
2966,35,blue-collar,married,primary,no,3587,yes,no
2967,36,management,married,tertiary,no,254,no,no
2968,46,blue-collar,divorced,primary,no,1712,no,no
2969,46,blue-collar,married,secondary,no,4855,yes,no
2970,47,technician,married,tertiary,no,2408,no,no
2971,35,management,single,tertiary,no,252,yes,no
2972,37,blue-collar,married,secondary,no,346,yes,no
2973,56,admin.,married,secondary,no,45,no,no
2974,46,admin.,married,secondary,no,556,yes,yes
2975,44,management,divorced,tertiary,no,-710,yes,no
2976,48,technician,single,tertiary,no,-551,yes,no
2977,28,blue-collar,single,secondary,no,56,yes,no
2978,38,entrepreneur,married,tertiary,no,1514,no,yes
2979,34,management,single,tertiary,no,178,yes,no
2980,56,technician,married,secondary,no,359,yes,no
2981,55,retired,divorced,secondary,no,1580,no,yes
2982,44,blue-collar,divorced,secondary,no,221,no,no
2983,38,technician,married,tertiary,no,1161,yes,no
2984,53,retired,married,secondary,no,1278,yes,no
2985,41,admin.,single,tertiary,no,982,no,no
2986,34,technician,single,secondary,no,16,no,no
2987,34,management,single,tertiary,no,1,no,no
2988,35,services,married,secondary,no,128,yes,no
2989,38,entrepreneur,single,secondary,no,2543,no,no
2990,42,entrepreneur,married,tertiary,no,42045,no,no
2991,56,blue-collar,married,primary,no,828,yes,no
2992,37,management,divorced,tertiary,no,0,yes,no
2993,47,housemaid,married,secondary,no,3940,yes,no
2994,29,blue-collar,married,secondary,no,125,yes,no
2995,41,management,married,tertiary,no,140,yes,no
2996,43,technician,single,secondary,no,593,yes,no
2997,38,self-employed,married,secondary,no,746,no,no
2998,31,technician,married,secondary,no,589,yes,yes
2999,32,management,single,tertiary,no,2343,no,no
3000,40,management,married,tertiary,no,294,yes,no
3001,45,admin.,married,secondary,no,644,no,yes
3002,43,management,married,secondary,no,-26,yes,no
3003,27,services,single,secondary,no,3354,yes,no
3004,33,management,single,tertiary,no,23,no,no
3005,37,admin.,married,secondary,no,7,yes,no
3006,60,admin.,married,secondary,no,3735,no,no
3007,51,self-employed,married,unknown,no,2094,no,no
3008,44,blue-collar,married,secondary,no,508,yes,no
3009,48,management,married,unknown,no,0,yes,no
3010,57,blue-collar,married,primary,no,93,yes,no
3011,29,technician,single,tertiary,no,0,yes,no
3012,50,services,married,secondary,no,26394,no,no
3013,36,services,married,secondary,no,-11,yes,no
3014,49,technician,married,tertiary,no,523,yes,no
3015,49,technician,married,secondary,yes,-74,yes,no
3016,35,management,married,tertiary,no,0,no,no
3017,39,technician,single,secondary,no,122,yes,no
3018,34,blue-collar,married,primary,no,351,no,yes
3019,57,self-employed,married,secondary,no,35,no,yes
3020,37,technician,divorced,secondary,no,2610,yes,no
3021,25,services,single,secondary,no,64,no,no
3022,43,blue-collar,married,primary,no,60,no,no
3023,37,blue-collar,married,secondary,no,342,yes,no
3024,36,blue-collar,single,tertiary,no,1830,no,no
3025,49,management,divorced,tertiary,no,1904,no,yes
3026,38,management,single,tertiary,no,16957,yes,no
3027,39,management,divorced,tertiary,no,26,no,no
3028,40,management,married,tertiary,no,0,no,no
3029,34,admin.,married,secondary,no,79,yes,no
3030,39,blue-collar,married,primary,no,2303,yes,no
3031,53,blue-collar,married,secondary,no,65,no,no
3032,44,management,married,tertiary,no,332,yes,no
3033,32,technician,divorced,secondary,no,-399,yes,no
3034,50,technician,divorced,secondary,no,-54,yes,yes
3035,29,services,married,primary,no,-102,no,no
3036,55,unemployed,married,tertiary,no,4809,yes,no
3037,73,retired,married,primary,no,279,no,no
3038,52,technician,married,secondary,no,11,yes,no
3039,49,services,married,secondary,no,2201,yes,no
3040,63,retired,married,primary,no,8044,no,no
3041,34,admin.,married,secondary,no,2374,yes,no
3042,32,admin.,single,secondary,no,92,yes,no
3043,49,housemaid,married,tertiary,no,443,no,no
3044,40,blue-collar,married,primary,no,1397,yes,no
3045,53,entrepreneur,married,unknown,no,7,no,no
3046,53,technician,married,tertiary,no,3177,no,no
3047,43,blue-collar,married,primary,no,232,no,yes
3048,35,management,single,secondary,no,81,yes,no
3049,35,services,single,secondary,no,414,yes,no
3050,25,student,single,tertiary,no,1433,yes,no
3051,31,technician,single,unknown,no,187,no,no
3052,48,management,married,tertiary,no,0,no,no
3053,40,housemaid,married,secondary,no,4610,no,no
3054,46,blue-collar,married,primary,no,1429,yes,no
3055,30,services,single,secondary,no,334,no,no
3056,47,services,married,secondary,no,2,no,yes
3057,23,services,single,secondary,no,500,yes,no
3058,29,technician,married,tertiary,no,43,yes,no
3059,38,technician,married,secondary,no,4030,yes,no
3060,56,housemaid,married,primary,no,306,no,yes
3061,52,admin.,married,secondary,no,0,no,no
3062,55,retired,married,secondary,no,168,no,no
3063,43,entrepreneur,married,tertiary,no,210,no,no
3064,34,blue-collar,married,secondary,no,518,yes,no
3065,43,management,single,tertiary,no,1696,yes,no
3066,55,services,married,secondary,no,-31,no,yes
3067,34,blue-collar,married,secondary,no,856,yes,no
3068,34,management,single,tertiary,no,318,yes,no
3069,43,self-employed,married,tertiary,no,64,no,no
3070,39,blue-collar,married,primary,no,800,yes,no
3071,39,technician,single,unknown,no,75,no,no
3072,34,technician,single,secondary,no,347,yes,no
3073,55,management,married,tertiary,no,2366,yes,yes
3074,67,retired,married,tertiary,no,701,no,no
3075,34,entrepreneur,married,tertiary,no,475,yes,yes
3076,47,blue-collar,married,secondary,no,3285,no,no
3077,33,blue-collar,married,primary,no,925,no,no
3078,45,entrepreneur,married,secondary,no,128,no,yes
3079,36,blue-collar,married,secondary,no,1587,yes,no
3080,59,technician,divorced,secondary,no,879,yes,no
3081,33,services,married,secondary,no,478,no,no
3082,52,technician,divorced,secondary,no,280,no,no
3083,53,blue-collar,married,primary,no,1868,no,no
3084,41,unemployed,married,primary,no,819,no,no
3085,45,blue-collar,married,secondary,no,4646,yes,no
3086,60,self-employed,single,secondary,no,27,no,no
3087,32,blue-collar,married,secondary,no,736,yes,no
3088,28,management,single,tertiary,no,224,yes,no
3089,31,technician,single,secondary,no,2544,no,no
